r,v,rank,rank_next,tau,efficiency,next_r,next_v
856,3,101,100,1,1,428,2
857,0,26,25,1,1,2572,2
858,1,101,100,1,1,429,0
859,0,145,144,1,1,2578,1
860,2,101,100,1,1,430,1
861,0,101,100,1,1,2584,3
862,1,39,38,1,1,431,0
863,0,39,38,1,1,2590,1
864,3,114,113,1,1,432,3
865,0,145,144,1,1,2596,2
866,1,26,25,1,1,433,0
867,0,26,25,1,1,2602,1
868,2,26,25,1,1,434,1
869,0,26,25,1,1,2608,3
870,1,26,25,1,1,435,0
871,0,99,98,1,1,2614,1
872,3,114,113,1,1,436,2
873,0,145,144,1,1,2620,2
874,1,114,113,1,1,437,0
875,0,26,25,1,1,2626,1
876,2,52,51,1,1,438,1
877,0,52,51,1,1,2632,3
878,1,52,51,1,1,439,0
879,0,145,144,1,1,2638,1
880,3,114,113,1,1,440,3
881,0,114,113,1,1,2644,2
882,1,26,25,1,1,441,0
883,0,26,25,1,1,2650,1
884,2,114,113,1,1,442,1
885,0,114,113,1,1,2656,3
886,1,52,51,1,1,443,0
887,0,52,51,1,1,2662,1
888,3,70,69,1,1,444,2
889,0,145,144,1,1,2668,2
890,1,70,69,1,1,445,0
891,0,44,43,1,1,2674,1
892,2,70,69,1,1,446,1
893,0,70,69,1,1,2680,3
894,1,96,95,1,1,447,0
895,0,96,95,1,1,2686,1
896,3,21,20,1,1,448,3
897,0,65,64,1,1,2692,2
898,1,114,113,1,1,449,0
899,0,114,113,1,1,2698,1
900,2,52,51,1,1,450,1
901,0,52,51,1,1,2704,3
902,1,52,51,1,1,451,0
903,0,114,113,1,1,2710,1
904,3,13,12,1,1,452,2
905,0,65,64,1,1,2716,2
906,1,13,12,1,1,453,0
907,0,52,51,1,1,2722,1
908,2,13,12,1,1,454,1
909,0,13,12,1,1,2728,3
910,1,39,38,1,1,455,0
911,0,39,38,1,1,2734,1
912,3,34,33,1,1,456,3
913,0,127,126,1,1,2740,2
914,1,127,126,1,1,457,0
915,0,127,126,1,1,2746,1
916,2,34,33,1,1,458,1
917,0,34,33,1,1,2752,3
918,1,127,126,1,1,459,0
919,0,127,126,1,1,2758,1
920,3,34,33,1,1,460,2
921,0,127,126,1,1,2764,2
922,1,34,33,1,1,461,0
923,0,65,64,1,1,2770,1
924,2,127,126,1,1,462,1
925,0,127,126,1,1,2776,3
926,1,127,126,1,1,463,0
927,0,114,113,1,1,2782,1
928,3,21,20,1,1,464,3
929,0,127,126,1,1,2788,2
930,1,34,33,1,1,465,0
931,0,34,33,1,1,2794,1
932,2,83,82,1,1,466,1
933,0,83,82,1,1,2800,3
934,1,83,82,1,1,467,0
935,0,127,126,1,1,2806,1
936,3,21,20,1,1,468,2
937,0,76,75,1,1,2812,2
938,1,21,20,1,1,469,0
939,0,83,82,1,1,2818,1
940,2,127,126,1,1,470,1
941,0,127,126,1,1,2824,3
942,1,127,126,1,1,471,0
943,0,34,33,1,1,2830,1
944,3,34,33,1,1,472,3
945,0,34,33,1,1,2836,2
946,1,34,33,1,1,473,0
947,0,34,33,1,1,2842,1
948,2,34,33,1,1,474,1
949,0,34,33,1,1,2848,3
950,1,26,25,1,1,475,0
951,0,26,25,1,1,2854,1
952,3,34,33,1,1,476,2
953,0,26,25,1,1,2860,2
954,1,34,33,1,1,477,0
955,0,26,25,1,1,2866,1
956,2,52,51,1,1,478,1
957,0,52,51,1,1,2872,3
958,1,52,51,1,1,479,0
959,0,127,126,1,1,2878,1
960,3,21,20,1,1,480,3
961,0,47,46,1,1,2884,2
962,1,47,46,1,1,481,0
963,0,47,46,1,1,2890,1
964,2,21,20,1,1,482,1
965,0,21,20,1,1,2896,3
966,1,21,20,1,1,483,0
967,0,140,139,1,1,2902,1
968,3,96,95,1,1,484,2
969,0,47,46,1,1,2908,2
970,1,96,95,1,1,485,0
971,0,34,33,1,1,2914,1
972,2,96,95,1,1,486,1
973,0,96,95,1,1,2920,3
974,1,140,139,1,1,487,0
975,0,140,139,1,1,2926,1
976,3,21,20,1,1,488,3
977,0,96,95,1,1,2932,2
978,1,47,46,1,1,489,0
979,0,47,46,1,1,2938,1
980,2,21,20,1,1,490,1
981,0,21,20,1,1,2944,3
982,1,140,139,1,1,491,0
983,0,140,139,1,1,2950,1
984,3,47,46,1,1,492,2
985,0,21,20,1,1,2956,2
986,1,47,46,1,1,493,0
987,0,34,33,1,1,2962,1
988,2,47,46,1,1,494,1
989,0,47,46,1,1,2968,3
990,1,96,95,1,1,495,0
991,0,96,95,1,1,2974,1
992,3,109,108,1,1,496,3
993,0,91,90,1,1,2980,2
994,1,21,20,1,1,497,0
995,0,21,20,1,1,2986,1
996,2,47,46,1,1,498,1
997,0,47,46,1,1,2992,3
998,1,47,46,1,1,499,0
999,0,47,46,1,1,2998,1
1000,3,109,108,1,1,500,2
1001,0,140,139,1,1,3004,2
1002,1,109,108,1,1,501,0
1003,0,39,38,1,1,3010,1
1004,2,65,64,1,1,502,1
1005,0,65,64,1,1,3016,3
1006,1,65,64,1,1,503,0
1007,0,91,90,1,1,3022,1
1008,3,109,108,1,1,504,3
1009,0,109,108,1,1,3028,2
1010,1,60,59,1,1,505,0
1011,0,60,59,1,1,3034,1
1012,2,109,108,1,1,506,1
1013,0,109,108,1,1,3040,3
1014,1,34,33,1,1,507,0
1015,0,34,33,1,1,3046,1
1016,3,47,46,1,1,508,2
1017,0,153,152,1,1,3052,2
1018,1,47,46,1,1,509,0
1019,0,60,59,1,1,3058,1
1020,2,47,46,1,1,510,1
1021,0,47,46,1,1,3064,3
1022,1,60,59,1,1,511,0
1023,0,47,46,1,1,3070,1
1024,3,8,7,1,1,512,3
1025,0,34,33,1,1,3076,2
1026,1,34,33,1,1,513,0
1027,0,34,33,1,1,3082,1
1028,2,122,121,1,1,514,1
1029,0,122,121,1,1,3088,3
1030,1,122,121,1,1,515,0
1031,0,34,33,1,1,3094,1
1032,3,122,121,1,1,516,2
1033,0,153,152,1,1,3100,2
1034,1,122,121,1,1,517,0
1035,0,122,121,1,1,3106,1
1036,2,122,121,1,1,518,1
1037,0,122,121,1,1,3112,3
1038,1,60,59,1,1,519,0
1039,0,60,59,1,1,3118,1
1040,3,29,28,1,1,520,3
1041,0,122,121,1,1,3124,2
1042,1,122,121,1,1,521,0
1043,0,122,121,1,1,3130,1
1044,2,29,28,1,1,522,1
1045,0,29,28,1,1,3136,3
1046,1,122,121,1,1,523,0
1047,0,122,121,1,1,3142,1
1048,3,29,28,1,1,524,2
1049,0,60,59,1,1,3148,2
1050,1,29,28,1,1,525,0
1051,0,91,90,1,1,3154,1
1052,2,78,77,1,1,526,1
1053,0,78,77,1,1,3160,3
1054,1,78,77,1,1,527,0
1055,0,71,70,1,1,3166,1
1056,3,29,28,1,1,528,3
1057,0,78,77,1,1,3172,2
1058,1,29,28,1,1,529,0
1059,0,29,28,1,1,3178,1
1060,2,122,121,1,1,530,1
1061,0,122,121,1,1,3184,3
1062,1,122,121,1,1,531,0
1063,0,73,72,1,1,3190,1
1064,3,29,28,1,1,532,2
1065,0,73,72,1,1,3196,2
1066,1,29,28,1,1,533,0
1067,0,60,59,1,1,3202,1
1068,2,21,20,1,1,534,1
1069,0,21,20,1,1,3208,3
1070,1,21,20,1,1,535,0
1071,0,166,165,1,1,3214,1
1072,3,29,28,1,1,536,3
1073,0,21,20,1,1,3220,2
1074,1,21,20,1,1,537,0
1075,0,21,20,1,1,3226,1
1076,2,29,28,1,1,538,1
1077,0,29,28,1,1,3232,3
1078,1,47,46,1,1,539,0
1079,0,47,46,1,1,3238,1
1080,3,42,41,1,1,540,2
1081,0,135,134,1,1,3244,2
1082,1,42,41,1,1,541,0
1083,0,135,134,1,1,3250,1
1084,2,42,41,1,1,542,1
1085,0,42,41,1,1,3256,3
1086,1,135,134,1,1,543,0
1087,0,135,134,1,1,3262,1
1088,3,16,15,1,1,544,3
1089,0,42,41,1,1,3268,2
1090,1,42,41,1,1,545,0
1091,0,42,41,1,1,3274,1
1092,2,29,28,1,1,546,1
1093,0,29,28,1,1,3280,3
1094,1,29,28,1,1,547,0
1095,0,73,72,1,1,3286,1
1096,3,91,90,1,1,548,2
1097,0,135,134,1,1,3292,2
1098,1,91,90,1,1,549,0
1099,0,29,28,1,1,3298,1
1100,2,91,90,1,1,550,1
1101,0,91,90,1,1,3304,3
1102,1,42,41,1,1,551,0
1103,0,42,41,1,1,3310,1
1104,3,16,15,1,1,552,3
1105,0,91,90,1,1,3316,2
1106,1,135,134,1,1,553,0
1107,0,135,134,1,1,3322,1
1108,2,16,15,1,1,554,1
1109,0,16,15,1,1,3328,3
1110,1,29,28,1,1,555,0
1111,0,29,28,1,1,3334,1
1112,3,42,41,1,1,556,2
1113,0,135,134,1,1,3340,2
1114,1,42,41,1,1,557,0
1115,0,91,90,1,1,3346,1
1116,2,42,41,1,1,558,1
1117,0,42,41,1,1,3352,3
1118,1,86,85,1,1,559,0
1119,0,86,85,1,1,3358,1
1120,3,16,15,1,1,560,3
1121,0,42,41,1,1,3364,2
1122,1,42,41,1,1,561,0
1123,0,42,41,1,1,3370,1
1124,2,42,41,1,1,562,1
1125,0,42,41,1,1,3376,3
1126,1,42,41,1,1,563,0
1127,0,135,134,1,1,3382,1
1128,3,16,15,1,1,564,2
1129,0,34,33,1,1,3388,2
1130,1,16,15,1,1,565,0
1131,0,34,33,1,1,3394,1
1132,2,60,59,1,1,566,1
1133,0,60,59,1,1,3400,3
1134,1,60,59,1,1,567,0
1135,0,60,59,1,1,3406,1
1136,3,104,103,1,1,568,3
1137,0,16,15,1,1,3412,2
1138,1,55,54,1,1,569,0
1139,0,55,54,1,1,3418,1
1140,2,104,103,1,1,570,1
1141,0,104,103,1,1,3424,3
1142,1,29,28,1,1,571,0
1143,0,29,28,1,1,3430,1
1144,3,104,103,1,1,572,2
1145,0,148,147,1,1,3436,2
1146,1,104,103,1,1,573,0
1147,0,55,54,1,1,3442,1
1148,2,42,41,1,1,574,1
1149,0,42,41,1,1,3448,3
1150,1,42,41,1,1,575,0
1151,0,55,54,1,1,3454,1
1152,3,24,23,1,1,576,3
1153,0,148,147,1,1,3460,2
1154,1,29,28,1,1,577,0
1155,0,29,28,1,1,3466,1
1156,2,29,28,1,1,578,1
1157,0,29,28,1,1,3472,3
1158,1,29,28,1,1,579,0
1159,0,55,54,1,1,3478,1
1160,3,117,116,1,1,580,2
1161,0,102,101,1,1,3484,2
1162,1,117,116,1,1,581,0
1163,0,148,147,1,1,3490,1
1164,2,117,116,1,1,582,1
1165,0,117,116,1,1,3496,3
1166,1,29,28,1,1,583,0
1167,0,29,28,1,1,3502,1
1168,3,117,116,1,1,584,3
1169,0,55,54,1,1,3508,2
1170,1,55,54,1,1,585,0
1171,0,55,54,1,1,3514,1
1172,2,117,116,1,1,586,1
1173,0,117,116,1,1,3520,3
1174,1,117,116,1,1,587,0
1175,0,117,116,1,1,3526,1
1176,3,117,116,1,1,588,2
1177,0,29,28,1,1,3532,2
1178,1,117,116,1,1,589,0
1179,0,55,54,1,1,3538,1
1180,2,55,54,1,1,590,1
1181,0,55,54,1,1,3544,3
1182,1,55,54,1,1,591,0
1183,0,86,85,1,1,3550,1
1184,3,24,23,1,1,592,3
1185,0,148,147,1,1,3556,2
1186,1,73,72,1,1,593,0
1187,0,73,72,1,1,3562,1
1188,2,73,72,1,1,594,1
1189,0,73,72,1,1,3568,3
1190,1,73,72,1,1,595,0
1191,0,47,46,1,1,3574,1
1192,3,24,23,1,1,596,2
1193,0,99,98,1,1,3580,2
1194,1,24,23,1,1,597,0
1195,0,117,116,1,1,3586,1
1196,2,117,116,1,1,598,1
1197,0,117,116,1,1,3592,3
1198,1,117,116,1,1,599,0
1199,0,68,67,1,1,3598,1
1200,3,16,15,1,1,600,3
1201,0,55,54,1,1,3604,2
1202,1,55,54,1,1,601,0
1203,0,55,54,1,1,3610,1
1204,2,16,15,1,1,602,1
1205,0,16,15,1,1,3616,3
1206,1,68,67,1,1,603,0
1207,0,68,67,1,1,3622,1
1208,3,16,15,1,1,604,2
1209,0,55,54,1,1,3628,2
1210,1,16,15,1,1,605,0
1211,0,68,67,1,1,3634,1
1212,2,42,41,1,1,606,1
1213,0,42,41,1,1,3640,3
1214,1,42,41,1,1,607,0
1215,0,161,160,1,1,3646,1
1216,3,24,23,1,1,608,3
1217,0,130,129,1,1,3652,2
1218,1,130,129,1,1,609,0
1219,0,130,129,1,1,3658,1
1220,2,37,36,1,1,610,1
1221,0,37,36,1,1,3664,3
1222,1,37,36,1,1,611,0
1223,0,130,129,1,1,3670,1
1224,3,37,36,1,1,612,2
1225,0,130,129,1,1,3676,2
1226,1,37,36,1,1,613,0
1227,0,130,129,1,1,3682,1
1228,2,37,36,1,1,614,1
1229,0,37,36,1,1,3688,3
1230,1,68,67,1,1,615,0
1231,0,68,67,1,1,3694,1
1232,3,24,23,1,1,616,3
1233,0,130,129,1,1,3700,2
1234,1,130,129,1,1,617,0
1235,0,130,129,1,1,3706,1
1236,2,24,23,1,1,618,1
1237,0,24,23,1,1,3712,3
1238,1,130,129,1,1,619,0
1239,0,130,129,1,1,3718,1
1240,3,86,85,1,1,620,2
1241,0,37,36,1,1,3724,2
1242,1,86,85,1,1,621,0
1243,0,68,67,1,1,3730,1
1244,2,86,85,1,1,622,1
1245,0,86,85,1,1,3736,3
1246,1,130,129,1,1,623,0
1247,0,130,129,1,1,3742,1
1248,3,37,36,1,1,624,3
1249,0,79,78,1,1,3748,2
1250,1,24,23,1,1,625,0
1251,0,24,23,1,1,3754,1
1252,2,130,129,1,1,626,1
1253,0,130,129,1,1,3760,3
1254,1,130,129,1,1,627,0
1255,0,86,85,1,1,3766,1
1256,3,37,36,1,1,628,2
1257,0,37,36,1,1,3772,2
1258,1,37,36,1,1,629,0
1259,0,81,80,1,1,3778,1
1260,2,37,36,1,1,630,1
1261,0,37,36,1,1,3784,3
1262,1,37,36,1,1,631,0
1263,0,150,149,1,1,3790,1
1264,3,37,36,1,1,632,3
1265,0,37,36,1,1,3796,2
1266,1,29,28,1,1,633,0
1267,0,29,28,1,1,3802,1
1268,2,37,36,1,1,634,1
1269,0,37,36,1,1,3808,3
1270,1,29,28,1,1,635,0
1271,0,29,28,1,1,3814,1
1272,3,55,54,1,1,636,2
1273,0,29,28,1,1,3820,2
1274,1,55,54,1,1,637,0
1275,0,81,80,1,1,3826,1
1276,2,55,54,1,1,638,1
1277,0,55,54,1,1,3832,3
1278,1,130,129,1,1,639,0
1279,0,35,34,1,1,3838,1
1280,3,11,10,1,1,640,3
1281,0,50,49,1,1,3844,2
1282,1,50,49,1,1,641,0
1283,0,50,49,1,1,3850,1
1284,2,24,23,1,1,642,1
1285,0,24,23,1,1,3856,3
1286,1,24,23,1,1,643,0
1287,0,143,142,1,1,3862,1
1288,3,99,98,1,1,644,2
1289,0,143,142,1,1,3868,2
1290,1,99,98,1,1,645,0
1291,0,50,49,1,1,3874,1
1292,2,99,98,1,1,646,1
1293,0,99,98,1,1,3880,3
1294,1,37,36,1,1,647,0
1295,0,37,36,1,1,3886,1
1296,3,24,23,1,1,648,3
1297,0,99,98,1,1,3892,2
1298,1,143,142,1,1,649,0
1299,0,143,142,1,1,3898,1
1300,2,24,23,1,1,650,1
1301,0,24,23,1,1,3904,3
1302,1,99,98,1,1,651,0
1303,0,99,98,1,1,3910,1
1304,3,24,23,1,1,652,2
1305,0,50,49,1,1,3916,2
1306,1,24,23,1,1,653,0
1307,0,97,96,1,1,3922,1
1308,2,143,142,1,1,654,1
1309,0,143,142,1,1,3928,3
1310,1,143,142,1,1,655,0
1311,0,99,98,1,1,3934,1
1312,3,112,111,1,1,656,3
1313,0,24,23,1,1,3940,2
1314,1,50,49,1,1,657,0
1315,0,50,49,1,1,3946,1
1316,2,50,49,1,1,658,1
1317,0,50,49,1,1,3952,3
1318,1,50,49,1,1,659,0
1319,0,143,142,1,1,3958,1
1320,3,112,111,1,1,660,2
1321,0,99,98,1,1,3964,2
1322,1,112,111,1,1,661,0
1323,0,50,49,1,1,3970,1
1324,2,24,23,1,1,662,1
1325,0,24,23,1,1,3976,3
1326,1,24,23,1,1,663,0
1327,0,50,49,1,1,3982,1
1328,3,112,111,1,1,664,3
1329,0,50,49,1,1,3988,2
1330,1,50,49,1,1,665,0
1331,0,50,49,1,1,3994,1
1332,2,112,111,1,1,666,1
1333,0,112,111,1,1,4000,3
1334,1,143,142,1,1,667,0
1335,0,143,142,1,1,4006,1
1336,3,68,67,1,1,668,2
1337,0,42,41,1,1,4012,2
1338,1,68,67,1,1,669,0
1339,0,24,23,1,1,4018,1
1340,2,68,67,1,1,670,1
1341,0,68,67,1,1,4024,3
1342,1,94,93,1,1,671,0
1343,0,94,93,1,1,4030,1
1344,3,11,10,1,1,672,3
1345,0,112,111,1,1,4036,2
1346,1,63,62,1,1,673,0
1347,0,63,62,1,1,4042,1
1348,2,112,111,1,1,674,1
1349,0,112,111,1,1,4048,3
1350,1,112,111,1,1,675,0
1351,0,156,155,1,1,4054,1
1352,3,50,49,1,1,676,2
1353,0,37,36,1,1,4060,2
1354,1,50,49,1,1,677,0
1355,0,112,111,1,1,4066,1
1356,2,50,49,1,1,678,1
1357,0,50,49,1,1,4072,3
1358,1,63,62,1,1,679,0
1359,0,63,62,1,1,4078,1
1360,3,11,10,1,1,680,3
1361,0,50,49,1,1,4084,2
1362,1,63,62,1,1,681,0
1363,0,63,62,1,1,4090,1
1364,2,11,10,1,1,682,1
1365,0,11,10,1,1,4096,3
1366,1,37,36,1,1,683,0
1367,0,37,36,1,1,4102,1
1368,3,125,124,1,1,684,2
1369,0,37,36,1,1,4108,2
1370,1,125,124,1,1,685,0
1371,0,112,111,1,1,4114,1
1372,2,125,124,1,1,686,1
1373,0,125,124,1,1,4120,3
1374,1,37,36,1,1,687,0
1375,0,37,36,1,1,4126,1
1376,3,32,31,1,1,688,3
1377,0,156,155,1,1,4132,2
1378,1,125,124,1,1,689,0
1379,0,125,124,1,1,4138,1
1380,2,125,124,1,1,690,1
1381,0,125,124,1,1,4144,3
1382,1,125,124,1,1,691,0
1383,0,74,73,1,1,4150,1
1384,3,32,31,1,1,692,2
1385,0,63,62,1,1,4156,2
1386,1,32,31,1,1,693,0
1387,0,63,62,1,1,4162,1
1388,2,125,124,1,1,694,1
1389,0,125,124,1,1,4168,3
1390,1,125,124,1,1,695,0
1391,0,112,111,1,1,4174,1
1392,3,32,31,1,1,696,3
1393,0,32,31,1,1,4180,2
1394,1,125,124,1,1,697,0
1395,0,125,124,1,1,4186,1
1396,2,32,31,1,1,698,1
1397,0,32,31,1,1,4192,3
1398,1,63,62,1,1,699,0
1399,0,63,62,1,1,4198,1
1400,3,81,80,1,1,700,2
1401,0,94,93,1,1,4204,2
1402,1,81,80,1,1,701,0
1403,0,125,124,1,1,4210,1
1404,2,81,80,1,1,702,1
1405,0,81,80,1,1,4216,3
1406,1,74,73,1,1,703,0
1407,0,74,73,1,1,4222,1
1408,3,19,18,1,1,704,3
1409,0,81,80,1,1,4228,2
1410,1,32,31,1,1,705,0
1411,0,32,31,1,1,4234,1
1412,2,125,124,1,1,706,1
1413,0,125,124,1,1,4240,3
1414,1,125,124,1,1,707,0
1415,0,32,31,1,1,4246,1
1416,3,32,31,1,1,708,2
1417,0,76,75,1,1,4252,2
1418,1,32,31,1,1,709,0
1419,0,125,124,1,1,4258,1
1420,2,32,31,1,1,710,1
1421,0,32,31,1,1,4264,3
1422,1,63,62,1,1,711,0
1423,0,63,62,1,1,4270,1
1424,3,32,31,1,1,712,3
1425,0,24,23,1,1,4276,2
1426,1,24,23,1,1,713,0
1427,0,24,23,1,1,4282,1
1428,2,32,31,1,1,714,1
1429,0,32,31,1,1,4288,3
1430,1,24,23,1,1,715,0
1431,0,24,23,1,1,4294,1
1432,3,32,31,1,1,716,2
1433,0,24,23,1,1,4300,2
1434,1,32,31,1,1,717,0
1435,0,76,75,1,1,4306,1
1436,2,50,49,1,1,718,1
1437,0,50,49,1,1,4312,3
1438,1,50,49,1,1,719,0
1439,0,125,124,1,1,4318,1
1440,3,19,18,1,1,720,3
1441,0,138,137,1,1,4324,2
1442,1,45,44,1,1,721,0
1443,0,45,44,1,1,4330,1
1444,2,45,44,1,1,722,1
1445,0,45,44,1,1,4336,3
1446,1,45,44,1,1,723,0
1447,0,50,49,1,1,4342,1
1448,3,19,18,1,1,724,2
1449,0,138,137,1,1,4348,2
1450,1,19,18,1,1,725,0
1451,0,138,137,1,1,4354,1
1452,2,45,44,1,1,726,1
1453,0,45,44,1,1,4360,3
1454,1,45,44,1,1,727,0
1455,0,138,137,1,1,4366,1
1456,3,94,93,1,1,728,3
1457,0,32,31,1,1,4372,2
1458,1,32,31,1,1,729,0
1459,0,32,31,1,1,4378,1
1460,2,94,93,1,1,730,1
1461,0,94,93,1,1,4384,3
1462,1,138,137,1,1,731,0
1463,0,138,137,1,1,4390,1
1464,3,94,93,1,1,732,2
1465,0,32,31,1,1,4396,2
1466,1,94,93,1,1,733,0
1467,0,138,137,1,1,4402,1
1468,2,45,44,1,1,734,1
1469,0,45,44,1,1,4408,3
1470,1,45,44,1,1,735,0
1471,0,92,91,1,1,4414,1
1472,3,19,18,1,1,736,3
1473,0,94,93,1,1,4420,2
1474,1,138,137,1,1,737,0
1475,0,138,137,1,1,4426,1
1476,2,19,18,1,1,738,1
1477,0,19,18,1,1,4432,3
1478,1,19,18,1,1,739,0
1479,0,94,93,1,1,4438,1
1480,3,45,44,1,1,740,2
1481,0,32,31,1,1,4444,2
1482,1,45,44,1,1,741,0
1483,0,138,137,1,1,4450,1
1484,2,45,44,1,1,742,1
1485,0,45,44,1,1,4456,3
1486,1,94,93,1,1,743,0
1487,0,94,93,1,1,4462,1
1488,3,19,18,1,1,744,3
1489,0,45,44,1,1,4468,2
1490,1,89,88,1,1,745,0
1491,0,89,88,1,1,4474,1
1492,2,19,18,1,1,746,1
1493,0,19,18,1,1,4480,3
1494,1,45,44,1,1,747,0
1495,0,45,44,1,1,4486,1
1496,3,45,44,1,1,748,2
1497,0,45,44,1,1,4492,2
1498,1,45,44,1,1,749,0
1499,0,45,44,1,1,4498,1
1500,2,45,44,1,1,750,1
1501,0,45,44,1,1,4504,3
1502,1,138,137,1,1,751,0
1503,0,138,137,1,1,4510,1
1504,3,107,106,1,1,752,3
1505,0,37,36,1,1,4516,2
1506,1,19,18,1,1,753,0
1507,0,19,18,1,1,4522,1
1508,2,63,62,1,1,754,1
1509,0,63,62,1,1,4528,3
1510,1,63,62,1,1,755,0
1511,0,89,88,1,1,4534,1
1512,3,107,106,1,1,756,2
1513,0,63,62,1,1,4540,2
1514,1,107,106,1,1,757,0
1515,0,43,42,1,1,4546,1
1516,2,58,57,1,1,758,1
1517,0,58,57,1,1,4552,3
1518,1,58,57,1,1,759,0
1519,0,151,150,1,1,4558,1
1520,3,107,106,1,1,760,3
1521,0,107,106,1,1,4564,2
1522,1,32,31,1,1,761,0
1523,0,32,31,1,1,4570,1
1524,2,107,106,1,1,762,1
1525,0,107,106,1,1,4576,3
1526,1,151,150,1,1,763,0
1527,0,151,150,1,1,4582,1
1528,3,45,44,1,1,764,2
1529,0,58,57,1,1,4588,2
1530,1,45,44,1,1,765,0
1531,0,58,57,1,1,4594,1
1532,2,45,44,1,1,766,1
1533,0,45,44,1,1,4600,3
1534,1,58,57,1,1,767,0
1535,0,45,44,1,1,4606,1
1536,3,14,13,1,1,768,3
1537,0,151,150,1,1,4612,2
1538,1,32,31,1,1,769,0
1539,0,32,31,1,1,4618,1
1540,2,32,31,1,1,770,1
1541,0,32,31,1,1,4624,3
1542,1,32,31,1,1,771,0
1543,0,107,106,1,1,4630,1
1544,3,120,119,1,1,772,2
1545,0,58,57,1,1,4636,2
1546,1,120,119,1,1,773,0
1547,0,32,31,1,1,4642,1
1548,2,120,119,1,1,774,1
1549,0,120,119,1,1,4648,3
1550,1,151,150,1,1,775,0
1551,0,151,150,1,1,4654,1
1552,3,120,119,1,1,776,3
1553,0,120,119,1,1,4660,2
1554,1,32,31,1,1,777,0
1555,0,32,31,1,1,4666,1
1556,2,120,119,1,1,778,1
1557,0,120,119,1,1,4672,3
1558,1,58,57,1,1,779,0
1559,0,58,57,1,1,4678,1
1560,3,120,119,1,1,780,2
1561,0,58,57,1,1,4684,2
1562,1,120,119,1,1,781,0
1563,0,151,150,1,1,4690,1
1564,2,120,119,1,1,782,1
1565,0,120,119,1,1,4696,3
1566,1,120,119,1,1,783,0
1567,0,58,57,1,1,4702,1
1568,3,27,26,1,1,784,3
1569,0,32,31,1,1,4708,2
1570,1,120,119,1,1,785,0
1571,0,120,119,1,1,4714,1
1572,2,58,57,1,1,786,1
1573,0,58,57,1,1,4720,3
1574,1,58,57,1,1,787,0
1575,0,58,57,1,1,4726,1
1576,3,27,26,1,1,788,2
1577,0,89,88,1,1,4732,2
1578,1,27,26,1,1,789,0
1579,0,120,119,1,1,4738,1
1580,2,76,75,1,1,790,1
1581,0,76,75,1,1,4744,3
1582,1,76,75,1,1,791,0
1583,0,69,68,1,1,4750,1
1584,3,27,26,1,1,792,3
1585,0,76,75,1,1,4756,2
1586,1,76,75,1,1,793,0
1587,0,76,75,1,1,4762,1
1588,2,27,26,1,1,794,1
1589,0,27,26,1,1,4768,3
1590,1,102,101,1,1,795,0
1591,0,102,101,1,1,4774,1
1592,3,120,119,1,1,796,2
1593,0,120,119,1,1,4780,2
1594,1,120,119,1,1,797,0
1595,0,71,70,1,1,4786,1
1596,2,120,119,1,1,798,1
1597,0,120,119,1,1,4792,3
1598,1,71,70,1,1,799,0
1599,0,71,70,1,1,4798,1
1600,3,27,26,1,1,800,3
1601,0,58,57,1,1,4804,2
1602,1,58,57,1,1,801,0
1603,0,58,57,1,1,4810,1
1604,2,19,18,1,1,802,1
1605,0,19,18,1,1,4816,3
1606,1,19,18,1,1,803,0
1607,0,164,163,1,1,4822,1
1608,3,19,18,1,1,804,2
1609,0,71,70,1,1,4828,2
1610,1,19,18,1,1,805,0
1611,0,19,18,1,1,4834,1
1612,2,19,18,1,1,806,1
1613,0,19,18,1,1,4840,3
1614,1,71,70,1,1,807,0
1615,0,71,70,1,1,4846,1
1616,3,27,26,1,1,808,3
1617,0,45,44,1,1,4852,2
1618,1,45,44,1,1,809,0
1619,0,45,44,1,1,4858,1
1620,2,27,26,1,1,810,1
1621,0,27,26,1,1,4864,3
1622,1,133,132,1,1,811,0
1623,0,133,132,1,1,4870,1
1624,3,40,39,1,1,812,2
1625,0,133,132,1,1,4876,2
1626,1,40,39,1,1,813,0
1627,0,71,70,1,1,4882,1
1628,2,40,39,1,1,814,1
1629,0,40,39,1,1,4888,3
1630,1,133,132,1,1,815,0
1631,0,133,132,1,1,4894,1
1632,3,27,26,1,1,816,3
1633,0,133,132,1,1,4900,2
1634,1,40,39,1,1,817,0
1635,0,40,39,1,1,4906,1
1636,2,40,39,1,1,818,1
1637,0,40,39,1,1,4912,3
1638,1,40,39,1,1,819,0
1639,0,82,81,1,1,4918,1
1640,3,27,26,1,1,820,2
1641,0,71,70,1,1,4924,2
1642,1,27,26,1,1,821,0
1643,0,71,70,1,1,4930,1
1644,2,133,132,1,1,822,1
1645,0,133,132,1,1,4936,3
1646,1,133,132,1,1,823,0
1647,0,133,132,1,1,4942,1
1648,3,89,88,1,1,824,3
1649,0,27,26,1,1,4948,2
1650,1,133,132,1,1,825,0
1651,0,133,132,1,1,4954,1
1652,2,89,88,1,1,826,1
1653,0,89,88,1,1,4960,3
1654,1,40,39,1,1,827,0
1655,0,40,39,1,1,4966,1
1656,3,89,88,1,1,828,2
1657,0,71,70,1,1,4972,2
1658,1,89,88,1,1,829,0
1659,0,40,39,1,1,4978,1
1660,2,133,132,1,1,830,1
1661,0,133,132,1,1,4984,3
