r,v,initial_rank,n_start,escaped,escape_steps,final_rank
632,3,36,632,True,1,35
632,3,36,66168,True,62,35
632,3,36,131704,True,1,35
634,1,36,634,True,1,35
634,1,36,66170,True,62,35
634,1,36,131706,True,1,35
636,2,54,636,True,1,53
636,2,54,66172,True,1,46
636,2,54,131708,True,1,53
638,1,54,638,True,1,53
638,1,54,66174,True,7,43
638,1,54,131710,True,1,53
640,3,10,640,True,1,9
640,3,10,66176,True,119,9
640,3,10,131712,True,1,9
642,1,23,642,True,1,22
642,1,23,66178,True,137,22
642,1,23,131714,True,1,22
644,2,98,644,True,1,97
644,2,98,66180,True,26,51
644,2,98,131716,True,1,97
646,1,98,646,True,1,97
646,1,98,66182,True,1,58
646,1,98,131718,True,1,97
648,3,23,648,True,1,22
648,3,23,66184,True,137,22
648,3,23,131720,True,1,22
650,1,23,650,True,1,22
650,1,23,66186,True,137,22
650,1,23,131722,True,1,22
652,2,23,652,True,1,22
652,2,23,66188,True,137,22
652,2,23,131724,True,1,22
654,1,142,654,True,1,141
654,1,142,66190,True,3,132
654,1,142,131726,True,1,141
656,3,111,656,True,1,110
656,3,111,66192,True,1,96
656,3,111,131728,True,1,110
658,1,49,658,True,1,48
658,1,49,66194,True,6,39
658,1,49,131730,True,1,48
660,2,111,660,True,1,110
660,2,111,66196,True,1,96
660,2,111,131732,True,1,110
662,1,23,662,True,1,22
662,1,23,66198,True,137,22
662,1,23,131734,True,1,22
664,3,111,664,True,1,110
664,3,111,66200,True,1,96
664,3,111,131736,True,1,110
666,1,111,666,True,1,110
666,1,111,66202,True,1,77
666,1,111,131738,True,1,110
668,2,67,668,True,1,66
668,2,67,66204,True,1,65
668,2,67,131740,True,1,66
670,1,67,670,True,1,66
670,1,67,66206,True,3,63
670,1,67,131742,True,1,66
672,3,10,672,True,1,9
672,3,10,66208,True,119,9
672,3,10,131744,True,1,9
674,1,111,674,True,1,110
674,1,111,66210,True,1,77
674,1,111,131746,True,1,110
676,2,49,676,True,1,48
676,2,49,66212,True,11,39
676,2,49,131748,True,1,48
678,1,49,678,True,1,48
678,1,49,66214,True,11,39
678,1,49,131750,True,1,48
680,3,10,680,True,1,9
680,3,10,66216,True,119,9
680,3,10,131752,True,1,9
682,1,10,682,True,1,9
682,1,10,66218,True,119,9
682,1,10,131754,True,1,9
684,2,124,684,True,1,123
684,2,124,66220,True,1,49
684,2,124,131756,True,1,123
686,1,124,686,True,1,123
686,1,124,66222,True,1,58
686,1,124,131758,True,1,123
688,3,31,688,True,1,30
688,3,31,66224,True,129,30
688,3,31,131760,True,1,30
690,1,124,690,True,1,123
690,1,124,66226,True,1,58
690,1,124,131762,True,1,123
692,2,31,692,True,1,30
692,2,31,66228,True,129,30
692,2,31,131764,True,1,30
694,1,124,694,True,1,123
694,1,124,66230,True,3,47
694,1,124,131766,True,1,123
696,3,31,696,True,1,30
696,3,31,66232,True,129,30
696,3,31,131768,True,1,30
698,1,31,698,True,1,30
698,1,31,66234,True,129,30
698,1,31,131770,True,1,30
700,2,80,700,True,1,79
700,2,80,66236,True,6,57
700,2,80,131772,True,1,79
702,1,80,702,True,1,79
702,1,80,66238,True,7,56
702,1,80,131774,True,1,79
704,3,18,704,True,1,17
704,3,18,66240,True,111,17
704,3,18,131776,True,1,17
706,1,124,706,True,1,123
706,1,124,66242,True,1,58
706,1,124,131778,True,1,123
708,2,31,708,True,1,30
708,2,31,66244,True,129,30
708,2,31,131780,True,1,30
710,1,31,710,True,1,30
710,1,31,66246,True,129,30
710,1,31,131782,True,1,30
712,3,31,712,True,1,30
712,3,31,66248,True,129,30
712,3,31,131784,True,1,30
714,1,31,714,True,1,30
714,1,31,66250,True,129,30
714,1,31,131786,True,1,30
716,2,31,716,True,1,30
716,2,31,66252,True,129,30
716,2,31,131788,True,1,30
718,1,49,718,True,1,48
718,1,49,66254,True,12,48
718,1,49,131790,True,1,48
720,3,18,720,True,1,17
720,3,18,66256,True,111,17
720,3,18,131792,True,1,17
722,1,44,722,True,1,43
722,1,44,66258,True,3,39
722,1,44,131794,True,1,43
724,2,18,724,True,1,17
724,2,18,66260,True,111,17
724,2,18,131796,True,1,17
726,1,44,726,True,1,43
726,1,44,66262,True,1,40
726,1,44,131798,True,1,43
728,3,93,728,True,1,92
728,3,93,66264,True,24,59
728,3,93,131800,True,1,92
730,1,93,730,True,1,92
730,1,93,66266,True,24,59
730,1,93,131802,True,1,92
732,2,93,732,True,1,92
732,2,93,66268,True,6,41
732,2,93,131804,True,1,92
734,1,44,734,True,1,43
734,1,44,66270,True,3,39
734,1,44,131806,True,1,43
736,3,18,736,True,1,17
736,3,18,66272,True,111,17
736,3,18,131808,True,1,17
738,1,18,738,True,1,17
738,1,18,66274,True,111,17
738,1,18,131810,True,1,17
740,2,44,740,True,1,43
740,2,44,66276,True,23,43
740,2,44,131812,True,1,43
742,1,44,742,True,1,43
742,1,44,66278,True,3,39
742,1,44,131814,True,1,43
744,3,18,744,True,1,17
744,3,18,66280,True,111,17
744,3,18,131816,True,1,17
746,1,18,746,True,1,17
746,1,18,66282,True,111,17
746,1,18,131818,True,1,17
748,2,44,748,True,1,43
748,2,44,66284,True,1,41
748,2,44,131820,True,1,43
750,1,44,750,True,1,43
750,1,44,66286,True,3,39
750,1,44,131822,True,1,43
752,3,106,752,True,1,105
752,3,106,66288,True,1,65
752,3,106,131824,True,1,105
754,1,62,754,True,1,61
754,1,62,66290,True,6,61
754,1,62,131826,True,1,61
756,2,106,756,True,1,105
756,2,106,66292,True,1,65
756,2,106,131828,True,1,105
758,1,57,758,True,1,56
758,1,57,66294,True,13,48
758,1,57,131830,True,1,56
760,3,106,760,True,1,105
760,3,106,66296,True,1,68
760,3,106,131832,True,1,105
762,1,106,762,True,1,105
762,1,106,66298,True,1,84
762,1,106,131834,True,1,105
764,2,44,764,True,1,43
764,2,44,66300,True,1,41
764,2,44,131836,True,1,43
766,1,44,766,True,1,43
766,1,44,66302,True,1,32
766,1,44,131838,True,1,43
768,3,13,768,True,1,12
768,3,13,66304,True,116,12
768,3,13,131840,True,1,12
770,1,31,770,True,1,30
770,1,31,66306,True,85,30
770,1,31,131842,True,1,30
772,2,119,772,True,1,118
772,2,119,66308,True,1,114
772,2,119,131844,True,1,118
774,1,119,774,True,1,118
774,1,119,66310,True,1,110
774,1,119,131846,True,1,118
776,3,119,776,True,1,118
776,3,119,66312,True,1,114
776,3,119,131848,True,1,118
778,1,119,778,True,1,118
778,1,119,66314,True,1,110
778,1,119,131850,True,1,118
780,2,119,780,True,1,118
780,2,119,66316,True,1,67
780,2,119,131852,True,1,118
782,1,119,782,True,1,118
782,1,119,66318,True,1,58
782,1,119,131854,True,1,118
784,3,26,784,True,1,25
784,3,26,66320,True,15,25
784,3,26,131856,True,1,25
786,1,57,786,True,1,56
786,1,57,66322,True,13,46
786,1,57,131858,True,1,56
788,2,26,788,True,1,25
788,2,26,66324,True,15,25
788,2,26,131860,True,1,25
790,1,75,790,True,1,74
790,1,75,66326,True,1,66
790,1,75,131862,True,1,74
792,3,26,792,True,1,25
792,3,26,66328,True,15,25
792,3,26,131864,True,1,25
794,1,26,794,True,1,25
794,1,26,66330,True,15,25
794,1,26,131866,True,1,25
796,2,119,796,True,1,118
796,2,119,66332,True,6,66
796,2,119,131868,True,1,118
798,1,119,798,True,1,118
798,1,119,66334,True,1,58
798,1,119,131870,True,1,118
800,3,26,800,True,1,25
800,3,26,66336,True,15,25
800,3,26,131872,True,1,25
802,1,18,802,True,1,17
802,1,18,66338,True,111,17
802,1,18,131874,True,1,17
804,2,18,804,True,1,17
804,2,18,66340,True,111,17
804,2,18,131876,True,1,17
806,1,18,806,True,1,17
806,1,18,66342,True,111,17
806,1,18,131878,True,1,17
808,3,26,808,True,1,25
808,3,26,66344,True,15,25
808,3,26,131880,True,1,25
810,1,26,810,True,1,25
810,1,26,66346,True,15,25
810,1,26,131882,True,1,25
812,2,39,812,True,1,38
812,2,39,66348,True,52,38
812,2,39,131884,True,1,38
814,1,39,814,True,1,38
814,1,39,66350,True,52,38
814,1,39,131886,True,1,38
816,3,26,816,True,1,25
816,3,26,66352,True,15,25
816,3,26,131888,True,1,25
818,1,39,818,True,1,38
818,1,39,66354,True,52,38
818,1,39,131890,True,1,38
820,2,26,820,True,1,25
820,2,26,66356,True,15,25
820,2,26,131892,True,1,25
822,1,132,822,True,1,131
822,1,132,66358,True,8,82
822,1,132,131894,True,1,131
824,3,88,824,True,1,87
824,3,88,66360,True,4,87
824,3,88,131896,True,1,87
826,1,88,826,True,1,87
826,1,88,66362,True,1,84
826,1,88,131898,True,1,87
828,2,88,828,True,1,87
828,2,88,66364,True,6,65
828,2,88,131900,True,1,87
830,1,132,830,True,1,131
830,1,132,66366,True,1,71
830,1,132,131902,True,1,131
832,3,13,832,True,1,12
832,3,13,66368,True,116,12
832,3,13,131904,True,1,12
834,1,132,834,True,1,131
834,1,132,66370,True,1,84
834,1,132,131906,True,1,131
836,2,39,836,True,1,38
836,2,39,66372,True,2,38
836,2,39,131908,True,1,38
838,1,39,838,True,1,38
838,1,39,66374,True,3,34
838,1,39,131910,True,1,38
840,3,39,840,True,1,38
840,3,39,66376,True,2,38
840,3,39,131912,True,1,38
842,1,39,842,True,1,38
842,1,39,66378,True,3,37
842,1,39,131914,True,1,38
844,2,39,844,True,1,38
844,2,39,66380,True,1,36
844,2,39,131916,True,1,38
846,1,31,846,True,1,30
846,1,31,66382,True,85,30
846,1,31,131918,True,1,30
848,3,13,848,True,1,12
848,3,13,66384,True,116,12
848,3,13,131920,True,1,12
850,1,57,850,True,1,56
850,1,57,66386,True,45,36
850,1,57,131922,True,1,56
852,2,13,852,True,1,12
852,2,13,66388,True,116,12
852,2,13,131924,True,1,12
854,1,52,854,True,1,51
854,1,52,66390,True,39,51
854,1,52,131926,True,1,51
856,3,101,856,True,1,100
856,3,101,66392,True,59,100
856,3,101,131928,True,1,100
858,1,101,858,True,1,100
858,1,101,66394,True,1,40
858,1,101,131930,True,1,100
860,2,101,860,True,1,100
860,2,101,66396,True,59,100
860,2,101,131932,True,1,100
862,1,39,862,True,1,38
862,1,39,66398,True,3,34
862,1,39,131934,True,1,38
864,3,114,864,True,1,113
864,3,114,66400,True,1,76
864,3,114,131936,True,1,113
866,1,26,866,True,1,25
866,1,26,66402,True,15,25
866,1,26,131938,True,1,25
868,2,26,868,True,1,25
868,2,26,66404,True,15,25
868,2,26,131940,True,1,25
870,1,26,870,True,1,25
870,1,26,66406,True,15,25
870,1,26,131942,True,1,25
872,3,114,872,True,1,113
872,3,114,66408,True,1,76
872,3,114,131944,True,1,113
874,1,114,874,True,1,113
874,1,114,66410,True,1,79
874,1,114,131946,True,1,113
876,2,52,876,True,1,51
876,2,52,66412,True,108,51
876,2,52,131948,True,1,51
878,1,52,878,True,1,51
878,1,52,66414,True,108,51
878,1,52,131950,True,1,51
880,3,114,880,True,1,113
880,3,114,66416,True,1,76
880,3,114,131952,True,1,113
882,1,26,882,True,1,25
882,1,26,66418,True,15,25
882,1,26,131954,True,1,25
884,2,114,884,True,1,113
884,2,114,66420,True,1,76
884,2,114,131956,True,1,113
886,1,52,886,True,1,51
886,1,52,66422,True,6,26
886,1,52,131958,True,1,51
888,3,70,888,True,1,69
888,3,70,66424,True,19,54
888,3,70,131960,True,1,69
890,1,70,890,True,1,69
890,1,70,66426,True,19,54
890,1,70,131962,True,1,69
892,2,70,892,True,1,69
892,2,70,66428,True,6,52
892,2,70,131964,True,1,69
894,1,96,894,True,1,95
894,1,96,66430,True,1,71
894,1,96,131966,True,1,95
896,3,21,896,True,1,20
896,3,21,66432,True,46,20
896,3,21,131968,True,1,20
898,1,114,898,True,1,113
898,1,114,66434,True,1,79
898,1,114,131970,True,1,113
900,2,52,900,True,1,51
900,2,52,66436,True,16,41
900,2,52,131972,True,1,51
902,1,52,902,True,1,51
902,1,52,66438,True,16,41
902,1,52,131974,True,1,51
904,3,13,904,True,1,12
904,3,13,66440,True,116,12
904,3,13,131976,True,1,12
906,1,13,906,True,1,12
906,1,13,66442,True,116,12
906,1,13,131978,True,1,12
908,2,13,908,True,1,12
908,2,13,66444,True,116,12
908,2,13,131980,True,1,12
910,1,39,910,True,1,38
910,1,39,66446,True,39,38
910,1,39,131982,True,1,38
912,3,34,912,True,1,33
912,3,34,66448,True,33,33
912,3,34,131984,True,1,33
914,1,127,914,True,1,126
914,1,127,66450,True,3,109
914,1,127,131986,True,1,126
916,2,34,916,True,1,33
916,2,34,66452,True,33,33
916,2,34,131988,True,1,33
918,1,127,918,True,1,126
918,1,127,66454,True,6,93
918,1,127,131990,True,1,126
920,3,34,920,True,1,33
920,3,34,66456,True,33,33
920,3,34,131992,True,1,33
922,1,34,922,True,1,33
922,1,34,66458,True,33,33
922,1,34,131994,True,1,33
924,2,127,924,True,1,126
924,2,127,66460,True,1,111
924,2,127,131996,True,1,126
926,1,127,926,True,1,126
926,1,127,66462,True,1,40
926,1,127,131998,True,1,126
928,3,21,928,True,1,20
928,3,21,66464,True,46,20
928,3,21,132000,True,1,20
930,1,34,930,True,1,33
930,1,34,66466,True,4,33
930,1,34,132002,True,1,33
932,2,83,932,True,1,82
932,2,83,66468,True,34,56
932,2,83,132004,True,1,82
934,1,83,934,True,1,82
934,1,83,66470,True,34,56
934,1,83,132006,True,1,82
936,3,21,936,True,1,20
936,3,21,66472,True,46,20
936,3,21,132008,True,1,20
938,1,21,938,True,1,20
938,1,21,66474,True,46,20
938,1,21,132010,True,1,20
940,2,127,940,True,1,126
940,2,127,66476,True,1,111
940,2,127,132012,True,1,126
942,1,127,942,True,1,126
942,1,127,66478,True,1,71
942,1,127,132014,True,1,126
944,3,34,944,True,1,33
944,3,34,66480,True,33,33
944,3,34,132016,True,1,33
946,1,34,946,True,1,33
946,1,34,66482,True,4,33
946,1,34,132018,True,1,33
948,2,34,948,True,1,33
948,2,34,66484,True,33,33
948,2,34,132020,True,1,33
950,1,26,950,True,1,25
950,1,26,66486,True,90,25
950,1,26,132022,True,1,25
952,3,34,952,True,1,33
952,3,34,66488,True,33,33
952,3,34,132024,True,1,33
954,1,34,954,True,1,33
954,1,34,66490,True,33,33
954,1,34,132026,True,1,33
956,2,52,956,True,1,51
956,2,52,66492,True,8,41
956,2,52,132028,True,1,51
958,1,52,958,True,1,51
958,1,52,66494,True,11,38
958,1,52,132030,True,1,51
960,3,21,960,True,1,20
960,3,21,66496,True,46,20
960,3,21,132032,True,1,20
962,1,47,962,True,1,46
962,1,47,66498,True,13,46
962,1,47,132034,True,1,46
964,2,21,964,True,1,20
964,2,21,66500,True,46,20
964,2,21,132036,True,1,20
966,1,21,966,True,1,20
966,1,21,66502,True,46,20
966,1,21,132038,True,1,20
968,3,96,968,True,1,95
968,3,96,66504,True,1,91
968,3,96,132040,True,1,95
970,1,96,970,True,1,95
970,1,96,66506,True,1,79
970,1,96,132042,True,1,95
972,2,96,972,True,1,95
972,2,96,66508,True,6,86
972,2,96,132044,True,1,95
974,1,140,974,True,1,139
974,1,140,66510,True,1,84
974,1,140,132046,True,1,139
976,3,21,976,True,1,20
976,3,21,66512,True,46,20
976,3,21,132048,True,1,20
978,1,47,978,True,1,46
978,1,47,66514,True,13,44
978,1,47,132050,True,1,46
980,2,21,980,True,1,20
980,2,21,66516,True,46,20
980,2,21,132052,True,1,20
982,1,140,982,True,1,139
982,1,140,66518,True,1,104
982,1,140,132054,True,1,139
984,3,47,984,True,1,46
984,3,47,66520,True,62,46
984,3,47,132056,True,1,46
986,1,47,986,True,1,46
986,1,47,66522,True,62,46
986,1,47,132058,True,1,46
988,2,47,988,True,1,46
988,2,47,66524,True,62,46
988,2,47,132060,True,1,46
990,1,96,990,True,1,95
990,1,96,66526,True,12,61
990,1,96,132062,True,1,95
992,3,109,992,True,1,108
992,3,109,66528,True,1,52
992,3,109,132064,True,1,108
994,1,21,994,True,1,20
994,1,21,66530,True,46,20
994,1,21,132066,True,1,20
996,2,47,996,True,1,46
996,2,47,66532,True,62,46
996,2,47,132068,True,1,46
998,1,47,998,True,1,46
998,1,47,66534,True,62,46
998,1,47,132070,True,1,46
1000,3,109,1000,True,1,108
1000,3,109,66536,True,1,52
1000,3,109,132072,True,1,108
1002,1,109,1002,True,1,108
1002,1,109,66538,True,3,50
1002,1,109,132074,True,1,108
1004,2,65,1004,True,1,64
1004,2,65,66540,True,9,64
1004,2,65,132076,True,1,64
1006,1,65,1006,True,1,64
1006,1,65,66542,True,7,61
1006,1,65,132078,True,1,64
1008,3,109,1008,True,1,108
1008,3,109,66544,True,16,37
1008,3,109,132080,True,1,108
1010,1,60,1010,True,1,59
1010,1,60,66546,True,29,50
1010,1,60,132082,True,1,59
1012,2,109,1012,True,1,108
1012,2,109,66548,True,16,37
1012,2,109,132084,True,1,108
1014,1,34,1014,True,1,33
1014,1,34,66550,True,4,33
1014,1,34,132086,True,1,33
1016,3,47,1016,True,1,46
1016,3,47,66552,True,43,46
1016,3,47,132088,True,1,46
1018,1,47,1018,True,1,46
1018,1,47,66554,True,1,41
1018,1,47,132090,True,1,46
1020,2,47,1020,True,1,46
1020,2,47,66556,True,14,24
1020,2,47,132092,True,1,46
1022,1,60,1022,True,1,59
1022,1,60,66558,True,1,43
1022,1,60,132094,True,1,59
1024,3,8,1024,True,1,7
1024,3,8,66560,True,28,7
1024,3,8,132096,True,1,7
1026,1,34,1026,True,1,33
1026,1,34,66562,True,20,33
1026,1,34,132098,True,1,33
1028,2,122,1028,True,1,121
1028,2,122,66564,True,1,52
1028,2,122,132100,True,1,121
1030,1,122,1030,True,1,121
1030,1,122,66566,True,1,79
1030,1,122,132102,True,1,121
1032,3,122,1032,True,1,121
1032,3,122,66568,True,1,52
1032,3,122,132104,True,1,121
1034,1,122,1034,True,1,121
1034,1,122,66570,True,1,79
1034,1,122,132106,True,1,121
1036,2,122,1036,True,1,121
1036,2,122,66572,True,1,62
1036,2,122,132108,True,1,121
1038,1,60,1038,True,1,59
1038,1,60,66574,True,3,47
1038,1,60,132110,True,1,59
1040,3,29,1040,True,1,28
1040,3,29,66576,True,38,28
1040,3,29,132112,True,1,28
1042,1,122,1042,True,1,121
1042,1,122,66578,True,1,79
1042,1,122,132114,True,1,121
1044,2,29,1044,True,1,28
1044,2,29,66580,True,38,28
1044,2,29,132116,True,1,28
1046,1,122,1046,True,1,121
1046,1,122,66582,True,1,79
1046,1,122,132118,True,1,121
1048,3,29,1048,True,1,28
1048,3,29,66584,True,38,28
1048,3,29,132120,True,1,28
1050,1,29,1050,True,1,28
1050,1,29,66586,True,1,27
1050,1,29,132122,True,1,28
1052,2,78,1052,True,1,77
1052,2,78,66588,True,19,60
1052,2,78,132124,True,1,77
1054,1,78,1054,True,1,77
1054,1,78,66590,True,1,53
1054,1,78,132126,True,1,77
1056,3,29,1056,True,1,28
1056,3,29,66592,True,38,28
1056,3,29,132128,True,1,28
1058,1,29,1058,True,1,28
1058,1,29,66594,True,1,27
1058,1,29,132130,True,1,28
1060,2,122,1060,True,1,121
1060,2,122,66596,True,11,78
1060,2,122,132132,True,1,121
1062,1,122,1062,True,1,121
1062,1,122,66598,True,1,79
1062,1,122,132134,True,1,121
1064,3,29,1064,True,1,28
1064,3,29,66600,True,38,28
1064,3,29,132136,True,1,28
1066,1,29,1066,True,1,28
1066,1,29,66602,True,1,27
1066,1,29,132138,True,1,28
1068,2,21,1068,True,1,20
1068,2,21,66604,True,46,20
1068,2,21,132140,True,1,20
1070,1,21,1070,True,1,20
1070,1,21,66606,True,46,20
1070,1,21,132142,True,1,20
1072,3,29,1072,True,1,28
1072,3,29,66608,True,38,28
1072,3,29,132144,True,1,28
1074,1,21,1074,True,1,20
1074,1,21,66610,True,46,20
1074,1,21,132146,True,1,20
1076,2,29,1076,True,1,28
1076,2,29,66612,True,38,28
1076,2,29,132148,True,1,28
1078,1,47,1078,True,1,46
1078,1,47,66614,True,3,33
1078,1,47,132150,True,1,46
1080,3,42,1080,True,1,41
1080,3,42,66616,True,25,41
1080,3,42,132152,True,1,41
1082,1,42,1082,True,1,41
1082,1,42,66618,True,25,41
1082,1,42,132154,True,1,41
1084,2,42,1084,True,1,41
1084,2,42,66620,True,1,36
1084,2,42,132156,True,1,41
1086,1,135,1086,True,1,134
1086,1,135,66622,True,1,40
1086,1,135,132158,True,1,134
1088,3,16,1088,True,1,15
1088,3,16,66624,True,113,15
1088,3,16,132160,True,1,15
1090,1,42,1090,True,1,41
1090,1,42,66626,True,3,34
1090,1,42,132162,True,1,41
1092,2,29,1092,True,1,28
1092,2,29,66628,True,38,28
1092,2,29,132164,True,1,28
1094,1,29,1094,True,1,28
1094,1,29,66630,True,1,27
1094,1,29,132166,True,1,28
1096,3,91,1096,True,1,90
1096,3,91,66632,True,11,90
1096,3,91,132168,True,1,90
1098,1,91,1098,True,1,90
1098,1,91,66634,True,11,90
1098,1,91,132170,True,1,90
1100,2,91,1100,True,1,90
1100,2,91,66636,True,1,62
1100,2,91,132172,True,1,90
1102,1,42,1102,True,1,41
1102,1,42,66638,True,3,34
1102,1,42,132174,True,1,41
1104,3,16,1104,True,1,15
1104,3,16,66640,True,113,15
1104,3,16,132176,True,1,15
1106,1,135,1106,True,1,134
1106,1,135,66642,True,1,77
1106,1,135,132178,True,1,134
1108,2,16,1108,True,1,15
1108,2,16,66644,True,113,15
1108,2,16,132180,True,1,15
1110,1,29,1110,True,1,28
1110,1,29,66646,True,1,27
1110,1,29,132182,True,1,28
1112,3,42,1112,True,1,41
1112,3,42,66648,True,118,41
1112,3,42,132184,True,1,41
1114,1,42,1114,True,1,41
1114,1,42,66650,True,118,41
1114,1,42,132186,True,1,41
1116,2,42,1116,True,1,41
1116,2,42,66652,True,118,41
1116,2,42,132188,True,1,41
1118,1,86,1118,True,1,85
1118,1,86,66654,True,7,72
1118,1,86,132190,True,1,85
1120,3,16,1120,True,1,15
1120,3,16,66656,True,113,15
1120,3,16,132192,True,1,15
1122,1,42,1122,True,1,41
1122,1,42,66658,True,118,41
1122,1,42,132194,True,1,41
1124,2,42,1124,True,1,41
1124,2,42,66660,True,118,41
1124,2,42,132196,True,1,41
1126,1,42,1126,True,1,41
1126,1,42,66662,True,118,41
1126,1,42,132198,True,1,41
1128,3,16,1128,True,1,15
1128,3,16,66664,True,113,15
1128,3,16,132200,True,1,15
1130,1,16,1130,True,1,15
1130,1,16,66666,True,113,15
1130,1,16,132202,True,1,15
1132,2,60,1132,True,1,59
1132,2,60,66668,True,6,51
1132,2,60,132204,True,1,59
1134,1,60,1134,True,1,59
1134,1,60,66670,True,8,49
1134,1,60,132206,True,1,59
1136,3,104,1136,True,1,103
1136,3,104,66672,True,12,103
1136,3,104,132208,True,1,103
1138,1,55,1138,True,1,54
1138,1,55,66674,True,32,48
1138,1,55,132210,True,1,54
1140,2,104,1140,True,1,103
1140,2,104,66676,True,12,103
1140,2,104,132212,True,1,103
1142,1,29,1142,True,1,28
1142,1,29,66678,True,1,27
1142,1,29,132214,True,1,28
1144,3,104,1144,True,1,103
1144,3,104,66680,True,1,68
1144,3,104,132216,True,1,103
1146,1,104,1146,True,1,103
1146,1,104,66682,True,3,66
1146,1,104,132218,True,1,103
1148,2,42,1148,True,1,41
1148,2,42,66684,True,7,41
1148,2,42,132220,True,1,41
1150,1,42,1150,True,1,41
1150,1,42,66686,True,7,41
1150,1,42,132222,True,1,41
1152,3,24,1152,True,1,23
1152,3,24,66688,True,105,23
1152,3,24,132224,True,1,23
1154,1,29,1154,True,1,28
1154,1,29,66690,True,131,28
1154,1,29,132226,True,1,28
1156,2,29,1156,True,1,28
1156,2,29,66692,True,131,28
1156,2,29,132228,True,1,28
1158,1,29,1158,True,1,28
1158,1,29,66694,True,131,28
1158,1,29,132230,True,1,28
1160,3,117,1160,True,1,116
1160,3,117,66696,True,43,116
1160,3,117,132232,True,1,116
1162,1,117,1162,True,1,116
1162,1,117,66698,True,1,53
1162,1,117,132234,True,1,116
1164,2,117,1164,True,1,116
1164,2,117,66700,True,1,80
1164,2,117,132236,True,1,116
1166,1,29,1166,True,1,28
1166,1,29,66702,True,1,27
1166,1,29,132238,True,1,28
1168,3,117,1168,True,1,116
1168,3,117,66704,True,43,116
1168,3,117,132240,True,1,116
1170,1,55,1170,True,1,54
1170,1,55,66706,True,3,52
1170,1,55,132242,True,1,54
1172,2,117,1172,True,1,116
1172,2,117,66708,True,43,116
1172,2,117,132244,True,1,116
1174,1,117,1174,True,1,116
1174,1,117,66710,True,1,53
1174,1,117,132246,True,1,116
1176,3,117,1176,True,1,116
1176,3,117,66712,True,43,116
1176,3,117,132248,True,1,116
1178,1,117,1178,True,1,116
1178,1,117,66714,True,1,53
1178,1,117,132250,True,1,116
1180,2,55,1180,True,1,54
1180,2,55,66716,True,1,36
1180,2,55,132252,True,1,54
1182,1,55,1182,True,1,54
1182,1,55,66718,True,1,40
1182,1,55,132254,True,1,54
1184,3,24,1184,True,1,23
1184,3,24,66720,True,105,23
1184,3,24,132256,True,1,23
1186,1,73,1186,True,1,72
