r,v 
23574,1
23576,3
23578,1
23580,2
23582,1
23584,3
23586,1
23588,2
23590,1
23592,3
23594,1
23596,2
23598,1
23600,3
23602,1
23604,2
23606,1
23608,3
23610,1
23612,2
23614,1
23616,3
23618,1
23620,2
23622,1
23624,3
23626,1
23628,2
23630,1
23632,3
23634,1
23636,2
23638,1
23640,3
23642,1
23644,2
23646,1
23648,3
23650,1
23652,2
23654,1
23656,3
23658,1
23660,2
23662,1
23664,3
23666,1
23668,2
23670,1
23672,3
23674,1
23676,2
23678,1
23680,3
23682,1
23684,2
23686,1
23688,3
23690,1
23692,2
23694,1
23696,3
23698,1
23700,2
23702,1
23704,3
23706,1
23708,2
23710,1
23712,3
23714,1
23716,2
23718,1
23720,3
23722,1
23724,2
23726,1
23728,3
23730,1
23732,2
23734,1
23736,3
23738,1
23740,2
23742,1
23744,3
23746,1
23748,2
23750,1
23752,3
23754,1
23756,2
23758,1
23760,3
23762,1
23764,2
23766,1
23768,3
23770,1
23772,2
23774,1
23776,3
23778,1
23780,2
23782,1
23784,3
23786,1
23788,2
23790,1
23792,3
23794,1
23796,2
23798,1
23800,3
23802,1
23804,2
23806,1
23808,3
23810,1
23812,2
23814,1
23816,3
23818,1
23820,2
23822,1
23824,3
23826,1
23828,2
23830,1
23832,3
23834,1
23836,2
23838,1
23840,3
23842,1
23844,2
23846,1
23848,3
23850,1
23852,2
23854,1
23856,3
23858,1
23860,2
23862,1
23864,3
23866,1
23868,2
23870,1
23872,3
23874,1
23876,2
23878,1
23880,3
23882,1
23884,2
23886,1
23888,3
23890,1
23892,2
23894,1
23896,3
23898,1
23900,2
23902,1
23904,3
23906,1
23908,2
23910,1
23912,3
23914,1
23916,2
23918,1
23920,3
23922,1
23924,2
23926,1
23928,3
23930,1
23932,2
23934,1
23936,3
23938,1
23940,2
23942,1
23944,3
23946,1
23948,2
23950,1
23952,3
23954,1
23956,2
23958,1
23960,3
23962,1
23964,2
23966,1
23968,3
23970,1
23972,2
23974,1
23976,3
23978,1
23980,2
23982,1
23984,3
23986,1
23988,2
23990,1
23992,3
23994,1
23996,2
23998,1
24000,3
24002,1
24004,2
24006,1
24008,3
24010,1
24012,2
24014,1
24016,3
24018,1
24020,2
24022,1
24024,3
24026,1
24028,2
24030,1
24032,3
24034,1
24036,2
24038,1
24040,3
24042,1
24044,2
24046,1
24048,3
24050,1
24052,2
24054,1
24056,3
24058,1
24060,2
24062,1
24064,3
24066,1
24068,2
24070,1
24072,3
24074,1
24076,2
24078,1
24080,3
24082,1
24084,2
24086,1
24088,3
24090,1
24092,2
24094,1
24096,3
24098,1
24100,2
24102,1
24104,3
24106,1
24108,2
24110,1
24112,3
24114,1
24116,2
24118,1
24120,3
24122,1
24124,2
24126,1
24128,3
24130,1
24132,2
24134,1
24136,3
24138,1
24140,2
24142,1
24144,3
24146,1
24148,2
24150,1
24152,3
24154,1
24156,2
24158,1
24160,3
24162,1
24164,2
24166,1
24168,3
24170,1
24172,2
24174,1
24176,3
24178,1
24180,2
24182,1
24184,3
24186,1
24188,2
24190,1
24192,3
24194,1
24196,2
24198,1
24200,3
24202,1
24204,2
24206,1
24208,3
24210,1
24212,2
24214,1
24216,3
24218,1
24220,2
24222,1
24224,3
24226,1
24228,2
24230,1
24232,3
24234,1
24236,2
24238,1
24240,3
24242,1
24244,2
24246,1
24248,3
24250,1
24252,2
24254,1
24256,3
24258,1
24260,2
24262,1
24264,3
24266,1
24268,2
24270,1
24272,3
24274,1
24276,2
24278,1
24280,3
24282,1
24284,2
24286,1
24288,3
24290,1
24292,2
24294,1
24296,3
24298,1
24300,2
24302,1
24304,3
24306,1
24308,2
24310,1
24312,3
24314,1
24316,2
24318,1
24320,3
24322,1
24324,2
24326,1
24328,3
24330,1
24332,2
24334,1
24336,3
24338,1
24340,2
24342,1
24344,3
24346,1
24348,2
24350,1
24352,3
24354,1
24356,2
24358,1
24360,3
24362,1
24364,2
24366,1
24368,3
24370,1
24372,2
24374,1
24376,3
24378,1
24380,2
24382,1
24384,3
24386,1
24388,2
24390,1
24392,3
24394,1
24396,2
24398,1
24400,3
24402,1
24404,2
24406,1
24408,3
24410,1
24412,2
24414,1
24416,3
24418,1
24420,2
24422,1
24424,3
24426,1
24428,2
24430,1
24432,3
24434,1
24436,2
24438,1
24440,3
24442,1
24444,2
24446,1
24448,3
24450,1
24452,2
24454,1
24456,3
24458,1
24460,2
24462,1
24464,3
24466,1
24468,2
24470,1
24472,3
24474,1
24476,2
24478,1
24480,3
24482,1
24484,2
24486,1
24488,3
24490,1
24492,2
24494,1
24496,3
24498,1
24500,2
24502,1
24504,3
24506,1
24508,2
24510,1
24512,3
24514,1
24516,2
24518,1
24520,3
24522,1
24524,2
24526,1
24528,3
24530,1
24532,2
24534,1
24536,3
24538,1
24540,2
24542,1
24544,3
24546,1
24548,2
24550,1
24552,3
24554,1
24556,2
24558,1
24560,3
24562,1
24564,2
24566,1
24568,3
24570,1
24572,2
24574,1
24576,3
24578,1
24580,2
24582,1
24584,3
24586,1
24588,2
24590,1
24592,3
24594,1
24596,2
24598,1
24600,3
24602,1
24604,2
24606,1
24608,3
24610,1
24612,2
24614,1
24616,3
24618,1
24620,2
24622,1
24624,3
24626,1
24628,2
24630,1
24632,3
24634,1
24636,2
24638,1
24640,3
24642,1
24644,2
24646,1
24648,3
24650,1
24652,2
24654,1
24656,3
24658,1
24660,2
24662,1
24664,3
24666,1
24668,2
24670,1
24672,3
24674,1
24676,2
24678,1
24680,3
24682,1
24684,2
24686,1
24688,3
24690,1
24692,2
24694,1
24696,3
24698,1
24700,2
24702,1
24704,3
24706,1
24708,2
24710,1
24712,3
24714,1
24716,2
24718,1
24720,3
24722,1
24724,2
24726,1
24728,3
24730,1
24732,2
24734,1
24736,3
24738,1
24740,2
24742,1
24744,3
24746,1
24748,2
24750,1
24752,3
24754,1
24756,2
24758,1
24760,3
24762,1
24764,2
24766,1
24768,3
24770,1
24772,2
24774,1
24776,3
24778,1
24780,2
24782,1
24784,3
24786,1
24788,2
24790,1
24792,3
24794,1
24796,2
24798,1
24800,3
24802,1
24804,2
24806,1
24808,3
24810,1
24812,2
24814,1
24816,3
24818,1
24820,2
24822,1
24824,3
24826,1
24828,2
24830,1
24832,3
24834,1
24836,2
24838,1
24840,3
24842,1
24844,2
24846,1
24848,3
24850,1
24852,2
24854,1
24856,3
24858,1
24860,2
24862,1
24864,3
24866,1
24868,2
24870,1
24872,3
24874,1
24876,2
24878,1
24880,3
24882,1
24884,2
24886,1
24888,3
24890,1
24892,2
24894,1
24896,3
24898,1
24900,2
24902,1
24904,3
24906,1
24908,2
24910,1
24912,3
24914,1
24916,2
24918,1
24920,3
24922,1
24924,2
24926,1
24928,3
24930,1
24932,2
24934,1
24936,3
24938,1
24940,2
24942,1
24944,3
24946,1
24948,2
24950,1
24952,3
24954,1
24956,2
24958,1
24960,3
24962,1
24964,2
24966,1
24968,3
24970,1
24972,2
24974,1
24976,3
24978,1
24980,2
24982,1
24984,3
24986,1
24988,2
24990,1
24992,3
24994,1
24996,2
24998,1
25000,3
25002,1
25004,2
25006,1
25008,3
25010,1
25012,2
25014,1
25016,3
25018,1
25020,2
25022,1
25024,3
25026,1
25028,2
25030,1
25032,3
25034,1
25036,2
25038,1
25040,3
25042,1
25044,2
25046,1
25048,3
25050,1
25052,2
25054,1
25056,3
25058,1
25060,2
25062,1
25064,3
25066,1
25068,2
25070,1
25072,3
25074,1
25076,2
25078,1
25080,3
25082,1
25084,2
25086,1
25088,3
25090,1
25092,2
25094,1
25096,3
25098,1
25100,2
25102,1
25104,3
25106,1
25108,2
25110,1
25112,3
25114,1
25116,2
25118,1
25120,3
25122,1
25124,2
25126,1
25128,3
25130,1
25132,2
25134,1
25136,3
25138,1
25140,2
25142,1
25144,3
25146,1
25148,2
25150,1
25152,3
25154,1
25156,2
25158,1
25160,3
25162,1
25164,2
25166,1
25168,3
25170,1
25172,2
25174,1
25176,3
25178,1
25180,2
25182,1
25184,3
25186,1
25188,2
25190,1
25192,3
25194,1
25196,2
25198,1
25200,3
25202,1
25204,2
25206,1
25208,3
25210,1
25212,2
25214,1
25216,3
25218,1
25220,2
25222,1
25224,3
25226,1
25228,2
25230,1
25232,3
25234,1
25236,2
25238,1
25240,3
25242,1
25244,2
25246,1
25248,3
25250,1
25252,2
25254,1
25256,3
25258,1
25260,2
25262,1
25264,3
25266,1
25268,2
25270,1
25272,3
25274,1
25276,2
25278,1
25280,3
25282,1
25284,2
25286,1
25288,3
25290,1
25292,2
25294,1
25296,3
25298,1
25300,2
25302,1
25304,3
25306,1
25308,2
25310,1
25312,3
25314,1
25316,2
25318,1
25320,3
25322,1
25324,2
25326,1
25328,3
25330,1
25332,2
25334,1
25336,3
25338,1
25340,2
25342,1
25344,3
25346,1
25348,2
25350,1
25352,3
25354,1
25356,2
25358,1
25360,3
25362,1
25364,2
25366,1
25368,3
25370,1
25372,2
25374,1
25376,3
25378,1
25380,2
25382,1
25384,3
25386,1
25388,2
25390,1
25392,3
25394,1
25396,2
25398,1
25400,3
25402,1
25404,2
25406,1
25408,3
25410,1
25412,2
25414,1
25416,3
25418,1
25420,2
25422,1
25424,3
25426,1
25428,2
25430,1
25432,3
25434,1
25436,2
25438,1
25440,3
25442,1
25444,2
25446,1
25448,3
25450,1
25452,2
25454,1
25456,3
25458,1
25460,2
25462,1
25464,3
25466,1
25468,2
25470,1
25472,3
25474,1
25476,2
25478,1
25480,3
25482,1
25484,2
25486,1
25488,3
25490,1
25492,2
25494,1
25496,3
25498,1
25500,2
25502,1
25504,3
25506,1
25508,2
25510,1
25512,3
25514,1
25516,2
25518,1
25520,3
25522,1
25524,2
25526,1
25528,3
25530,1
25532,2
25534,1
25536,3
25538,1
25540,2
25542,1
25544,3
25546,1
25548,2
25550,1
25552,3
25554,1
25556,2
25558,1
25560,3
25562,1
25564,2
25566,1
25568,3
25570,1
25572,2
25574,1
25576,3
25578,1
25580,2
25582,1
25584,3
25586,1
25588,2
25590,1
25592,3
25594,1
25596,2
25598,1
25600,3
25602,1
25604,2
25606,1
25608,3
25610,1
25612,2
25614,1
25616,3
25618,1
25620,2
25622,1
25624,3
25626,1
25628,2
25630,1
25632,3
25634,1
25636,2
25638,1
25640,3
25642,1
25644,2
25646,1
25648,3
25650,1
25652,2
25654,1
25656,3
25658,1
25660,2
25662,1
25664,3
25666,1
25668,2
25670,1
25672,3
25674,1
25676,2
25678,1
25680,3
25682,1
25684,2
25686,1
25688,3
25690,1
25692,2
25694,1
25696,3
25698,1
25700,2
25702,1
25704,3
25706,1
25708,2
25710,1
25712,3
25714,1
25716,2
25718,1
25720,3
25722,1
25724,2
25726,1
25728,3
25730,1
25732,2
25734,1
25736,3
25738,1
25740,2
25742,1
25744,3
25746,1
25748,2
25750,1
25752,3
25754,1
25756,2
25758,1
25760,3
25762,1
25764,2
25766,1
25768,3
25770,1
25772,2
25774,1
25776,3
25778,1
25780,2
25782,1
25784,3
25786,1
25788,2
25790,1
25792,3
25794,1
25796,2
25798,1
25800,3
25802,1
25804,2
25806,1
25808,3
25810,1
25812,2
25814,1
25816,3
25818,1
25820,2
25822,1
25824,3
25826,1
25828,2
25830,1
25832,3
25834,1
25836,2
25838,1
25840,3
25842,1
25844,2
25846,1
25848,3
25850,1
25852,2
25854,1
25856,3
25858,1
25860,2
25862,1
25864,3
25866,1
25868,2
25870,1
25872,3
25874,1
25876,2
25878,1
25880,3
25882,1
25884,2
25886,1
25888,3
25890,1
25892,2
25894,1
25896,3
25898,1
25900,2
25902,1
25904,3
25906,1
25908,2
25910,1
25912,3
25914,1
25916,2
25918,1
25920,3
25922,1
25924,2
25926,1
25928,3
25930,1
25932,2
25934,1
25936,3
25938,1
25940,2
25942,1
25944,3
25946,1
25948,2
25950,1
25952,3
25954,1
25956,2
25958,1
25960,3
25962,1
25964,2
25966,1
25968,3
25970,1
25972,2
25974,1
25976,3
25978,1
25980,2
25982,1
25984,3
25986,1
25988,2
25990,1
25992,3
25994,1
25996,2
25998,1
26000,3
26002,1
26004,2
26006,1
26008,3
26010,1
26012,2
26014,1
26016,3
26018,1
26020,2
26022,1
26024,3
26026,1
26028,2
26030,1
26032,3
26034,1
26036,2
26038,1
26040,3
26042,1
26044,2
26046,1
26048,3
26050,1
26052,2
26054,1
26056,3
26058,1
26060,2
26062,1
26064,3
26066,1
26068,2
26070,1
26072,3
26074,1
26076,2
26078,1
26080,3
26082,1
26084,2
26086,1
26088,3
26090,1
26092,2
26094,1
26096,3
26098,1
26100,2
26102,1
26104,3
26106,1
26108,2
26110,1
26112,3
26114,1
26116,2
26118,1
26120,3
26122,1
26124,2
26126,1
26128,3
26130,1
26132,2
26134,1
26136,3
26138,1
26140,2
26142,1
26144,3
26146,1
26148,2
26150,1
26152,3
26154,1
26156,2
26158,1
26160,3
26162,1
26164,2
26166,1
26168,3
26170,1
26172,2
26174,1
26176,3
26178,1
26180,2
26182,1
26184,3
26186,1
26188,2
26190,1
26192,3
26194,1
26196,2
26198,1
26200,3
26202,1
26204,2
26206,1
26208,3
26210,1
26212,2
26214,1
26216,3
26218,1
26220,2
26222,1
26224,3
26226,1
26228,2
26230,1
26232,3
26234,1
26236,2
26238,1
26240,3
26242,1
26244,2
26246,1
26248,3
26250,1
26252,2
26254,1
26256,3
26258,1
26260,2
26262,1
26264,3
26266,1
26268,2
26270,1
26272,3
26274,1
26276,2
26278,1
26280,3
26282,1
26284,2
26286,1
26288,3
26290,1
26292,2
26294,1
26296,3
26298,1
26300,2
26302,1
26304,3
26306,1
26308,2
26310,1
26312,3
26314,1
26316,2
26318,1
26320,3
26322,1
26324,2
26326,1
26328,3
26330,1
26332,2
26334,1
26336,3
26338,1
26340,2
26342,1
26344,3
26346,1
26348,2
26350,1
26352,3
26354,1
26356,2
26358,1
26360,3
26362,1
26364,2
26366,1
26368,3
26370,1
26372,2
26374,1
26376,3
26378,1
26380,2
26382,1
26384,3
26386,1
26388,2
26390,1
26392,3
26394,1
26396,2
26398,1
26400,3
26402,1
26404,2
26406,1
26408,3
26410,1
26412,2
26414,1
26416,3
26418,1
26420,2
26422,1
26424,3
26426,1
26428,2
26430,1
26432,3
26434,1
26436,2
26438,1
26440,3
26442,1
26444,2
26446,1
26448,3
26450,1
26452,2
26454,1
26456,3
26458,1
26460,2
26462,1
26464,3
26466,1
26468,2
26470,1
26472,3
26474,1
26476,2
26478,1
26480,3
26482,1
26484,2
26486,1
26488,3
26490,1
26492,2
26494,1
26496,3
26498,1
26500,2
26502,1
26504,3
26506,1
26508,2
26510,1
26512,3
26514,1
26516,2
26518,1
26520,3
26522,1
26524,2
26526,1
26528,3
26530,1
26532,2
26534,1
26536,3
26538,1
26540,2
26542,1
26544,3
26546,1
26548,2
26550,1
26552,3
26554,1
26556,2
26558,1
26560,3
26562,1
26564,2
26566,1
26568,3
26570,1
26572,2
26574,1
26576,3
26578,1
26580,2
26582,1
26584,3
26586,1
26588,2
26590,1
26592,3
26594,1
26596,2
26598,1
26600,3
26602,1
26604,2
26606,1
26608,3
26610,1
26612,2
26614,1
26616,3
26618,1
26620,2
26622,1
26624,3
26626,1
26628,2
26630,1
26632,3
26634,1
26636,2
26638,1
26640,3
26642,1
26644,2
26646,1
26648,3
26650,1
26652,2
26654,1
26656,3
26658,1
26660,2
26662,1
26664,3
26666,1
26668,2
26670,1
26672,3
26674,1
26676,2
26678,1
26680,3
26682,1
26684,2
26686,1
26688,3
26690,1
26692,2
26694,1
26696,3
26698,1
26700,2
26702,1
26704,3
26706,1
26708,2
26710,1
26712,3
26714,1
26716,2
26718,1
26720,3
26722,1
26724,2
26726,1
26728,3
26730,1
26732,2
26734,1
26736,3
26738,1
26740,2
26742,1
26744,3
26746,1
26748,2
26750,1
26752,3
26754,1
26756,2
26758,1
26760,3
26762,1
26764,2
26766,1
26768,3
26770,1
26772,2
26774,1
26776,3
26778,1
26780,2
26782,1
26784,3
26786,1
26788,2
26790,1
26792,3
26794,1
26796,2
26798,1
26800,3
26802,1
26804,2
26806,1
26808,3
26810,1
26812,2
26814,1
26816,3
26818,1
26820,2
26822,1
26824,3
26826,1
26828,2
26830,1
26832,3
26834,1
26836,2
26838,1
26840,3
26842,1
26844,2
26846,1
26848,3
26850,1
26852,2
26854,1
26856,3
26858,1
26860,2
26862,1
26864,3
26866,1
26868,2
26870,1
26872,3
26874,1
26876,2
26878,1
26880,3
26882,1
26884,2
26886,1
26888,3
26890,1
26892,2
26894,1
26896,3
26898,1
26900,2
26902,1
26904,3
26906,1
26908,2
26910,1
26912,3
26914,1
26916,2
26918,1
26920,3
26922,1
26924,2
26926,1
26928,3
26930,1
26932,2
26934,1
26936,3
26938,1
26940,2
26942,1
26944,3
26946,1
26948,2
26950,1
26952,3
26954,1
26956,2
26958,1
26960,3
26962,1
26964,2
26966,1
26968,3
26970,1
26972,2
26974,1
